Date,Open,High,Low,Close,Adj Close,Volume
1995-07-31,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-01,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-02,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-03,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-04,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-07,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-08,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-09,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-10,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-11,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-14,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-15,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-16,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-17,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-18,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-21,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-22,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-23,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-24,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-25,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-28,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-29,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-30,2.2695209980010986,2.2695209980010986,2.2695209980010986,2.2695209980010986,0.8235028386116028,0
1995-08-31,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-01,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-04,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-05,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-06,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-07,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-08,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-11,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-12,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-13,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-14,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-15,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-18,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-19,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
1995-09-20,2.2906320095062256,2.2906320095062256,2.2906320095062256,2.2906320095062256,0.8311629295349121,0
